Well,Sample ID,Time (Minutes),RFUs,Gain Setting,Chromatic Settings,Expression Product,Amplicon DNA Template,Energy Solution,Reaction Type,Replicate,System,Reaction Temperature (°C),Performed by,Instrument,Experiment #,lysate_aspirate_height,lysate_aspirate_height_inc,substrates_aspirate_height,substrates_aspirate_height_inc,wax_dispense_volume,wax_dispense_height,wax_new_tip,wax_touch_tip,wax_air_gap,wax_disposal_volume,Assay Date
B14,Sample X3,244,2929,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,3,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B15,Sample X4,244,2998,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,4,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B16,Sample X5,244,3032,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,5,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B17,Sample X6,244,3091,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,6,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B18,Sample X7,244,2981,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,7,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B19,Sample X8,244,3039,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,8,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B20,Sample X9,244,3692,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,9,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B21,Sample X10,244,2919,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,10,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B12,Sample X1,246,2895,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,1,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B13,Sample X2,246,2999,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,2,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B14,Sample X3,246,2942,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,3,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B15,Sample X4,246,2976,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,4,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B16,Sample X5,246,3024,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,5,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B17,Sample X6,246,3094,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,6,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B18,Sample X7,246,2991,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,7,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B19,Sample X8,246,3045,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,8,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B20,Sample X9,246,3720,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,9,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B21,Sample X10,246,2943,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,10,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B12,Sample X1,248,2884,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,1,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B13,Sample X2,248,3005,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,2,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B14,Sample X3,248,2929,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,3,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B15,Sample X4,248,2996,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,4,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B16,Sample X5,248,3028,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,5,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B17,Sample X6,248,3079,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,6,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B18,Sample X7,248,2958,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,7,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B19,Sample X8,248,3013,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,8,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B20,Sample X9,248,3754,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,9,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B21,Sample X10,248,2960,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,10,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B12,Sample X1,250,2891,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,1,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B13,Sample X2,250,3010,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,2,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B14,Sample X3,250,2930,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,3,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B15,Sample X4,250,2974,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,4,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B16,Sample X5,250,3010,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,5,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B17,Sample X6,250,3114,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,6,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B18,Sample X7,250,2989,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,7,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B19,Sample X8,250,3051,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,8,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B20,Sample X9,250,3751,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,9,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B21,Sample X10,250,2965,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,10,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B12,Sample X1,252,2897,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,1,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B13,Sample X2,252,3027,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,2,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B14,Sample X3,252,2913,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,3,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B15,Sample X4,252,2993,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,4,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B16,Sample X5,252,3041,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,5,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B17,Sample X6,252,3073,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,6,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B18,Sample X7,252,2993,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,7,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B19,Sample X8,252,3019,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,8,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B20,Sample X9,252,3799,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,9,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B21,Sample X10,252,2978,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,10,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B12,Sample X1,254,2891,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,1,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B13,Sample X2,254,3019,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,2,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B14,Sample X3,254,2914,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,3,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B15,Sample X4,254,2986,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,4,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B16,Sample X5,254,3025,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,5,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B17,Sample X6,254,3098,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,6,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B18,Sample X7,254,3010,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,7,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B19,Sample X8,254,3029,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,8,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B20,Sample X9,254,3836,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,9,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B21,Sample X10,254,3010,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,10,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B12,Sample X1,256,2884,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,1,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B13,Sample X2,256,3026,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,2,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B14,Sample X3,256,2951,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,3,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B15,Sample X4,256,3005,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,4,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B16,Sample X5,256,3036,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,5,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B17,Sample X6,256,3086,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,6,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B18,Sample X7,256,3002,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,7,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B19,Sample X8,256,3034,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,8,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B20,Sample X9,256,3824,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,9,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B21,Sample X10,256,2978,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,10,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B12,Sample X1,258,2858,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,1,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B13,Sample X2,258,3018,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,2,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B14,Sample X3,258,2924,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,3,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B15,Sample X4,258,2982,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,4,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B16,Sample X5,258,2977,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,5,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B17,Sample X6,258,3092,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,6,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B18,Sample X7,258,2985,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,7,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B19,Sample X8,258,3039,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,8,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B20,Sample X9,258,3881,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,9,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B21,Sample X10,258,2938,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,10,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B12,Sample X1,260,2892,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,1,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B13,Sample X2,260,2950,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,2,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B14,Sample X3,260,2921,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,3,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B15,Sample X4,260,3001,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,4,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B16,Sample X5,260,3006,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,5,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B17,Sample X6,260,3128,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,6,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B18,Sample X7,260,3016,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,7,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B19,Sample X8,260,3022,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,8,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B20,Sample X9,260,3938,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,9,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B21,Sample X10,260,2971,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,10,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B12,Sample X1,262,2910,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,1,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B13,Sample X2,262,3001,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,2,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B14,Sample X3,262,2972,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,3,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B15,Sample X4,262,3018,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,4,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B16,Sample X5,262,2983,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,5,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B17,Sample X6,262,3060,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,6,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B18,Sample X7,262,2975,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,7,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B19,Sample X8,262,3021,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,8,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B20,Sample X9,262,3921,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,9,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B21,Sample X10,262,2976,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,10,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B12,Sample X1,264,2906,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,1,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B13,Sample X2,264,2991,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,2,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B14,Sample X3,264,2939,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,3,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B15,Sample X4,264,2970,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,4,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B16,Sample X5,264,2986,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,5,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B17,Sample X6,264,3088,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,6,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B18,Sample X7,264,3002,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,7,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B19,Sample X8,264,3018,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,8,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B20,Sample X9,264,3931,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,9,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B21,Sample X10,264,2937,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,10,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B12,Sample X1,266,2888,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,1,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B13,Sample X2,266,3005,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,2,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B14,Sample X3,266,2936,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,3,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B15,Sample X4,266,3013,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,4,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B16,Sample X5,266,3005,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,5,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
